checkin_id,checkin_date,rating,comment,user_location,beer_name,beer_style,beer_abv,brewery_name,brewery_country,venue_name
1600901599,2026-09-12,3.0,"",Oslo,Stonewell/Finbarra Dry Irish Craft Cider,Cider - Dry,5.5,Nohoval Drinks Company Ltd,Ireland,
1600901607,2026-09-12,3.3,"",Dunakeszi ,Non-Alcoholic DDH Motueka X Nelson Sauvin IPA,Non-Alcoholic - IPA,0.5,Ārpus Brewing Co.,Latvia,Gero alaus parduotuvė
1600901835,2026-09-12,3.0,"",Oslo,The Finer Points of Bad Behavior Volume XXX: Peach & Brettanomyces Bruxellensis,Farmhouse Ale - Saison,6.1,is/was brewing,United States,
1600901907,2026-09-12,4.0,"",Vilnius,Senmergė,Historical Beer - Keptinis,5.2,Artūras Masiliauskas,Lithuania,Putoja Craft Beer Festival
1600901935,2026-09-12,3.0,"",Oslo,Yuzu Pils,Pilsner - Other,5.4,Fruition Brewing,United States,
1600902013,2026-09-12,3.8,"","",INCEPTION Series: Non-alcoholic IPA,Non-Alcoholic - IPA,0.5,Nurme,Latvia,Gero alaus parduotuvė
1600902018,2026-09-12,3.5,"",Dunakeszi ,INCEPTION Series: Non-alcoholic IPA,Non-Alcoholic - IPA,0.5,Nurme,Latvia,Gero alaus parduotuvė
1600902055,2026-09-12,3.0,"",Budapest,INCEPTION Series: Non-alcoholic IPA,Non-Alcoholic - IPA,0.5,Nurme,Latvia,Gero alaus parduotuvė
1600902120,2026-09-12,3.0,"","",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Maurizio's Pizzeria
1600902644,2026-09-12,4.5,"",Srem,July Morning,Pilsner - Czech / Bohemian,4.4,Sofia Electric Brewing ,Bulgaria,Putoja 2026
1600902724,2026-09-12,3.5,"",Srem,Patrick Millah 2026,IPA - Session,6.0,Yeccan Cervecería,Mexico,Putoja 2026
1600902810,2026-09-12,2.5,"","Haifa, IL",Nuogas Ruonis (Naked Seal),Bière de Champagne / Bière Brut,5.8,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Etno Dvaras
1600902937,2026-09-12,4.0,"","",Give the People What They Really Want,Stout - Imperial / Double Pastry,10.0,Tuletorn Brewing,Estonia,Gero alaus parduotuvė
1600902964,2026-09-12,0.0,"","",India Pale Ale,IPA - American,5.5,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600903023,2026-09-12,4.0,"","",Give the People What They Really Want,Stout - Imperial / Double Pastry,10.0,Tuletorn Brewing,Estonia,Gero alaus parduotuvė
1600903033,2026-09-12,4.3,"",Valkininkai,Makin Memories,Pilsner - Other,5.0,Alsteka,Lithuania,
1600903126,2026-09-12,4.3,"",Dunakeszi ,Give the People What They Really Want,Stout - Imperial / Double Pastry,10.0,Tuletorn Brewing,Estonia,Gero alaus parduotuvė
1600903244,2026-09-12,3.8,Продолжаем радлерить.,beer:cerveza:bier:birra:alus:piwo:bira:pivo:olut ,Radler Orange,Shandy / Radler,2.0,Utenos Alus,Lithuania,Ecolines Bus
1600903448,2026-09-12,2.8,"Радлерочкамі затарыліся норм, вось гэты дарэчы хуйня поўная","Belarus, Minsk",Radler Pineapple Coconut,Shandy / Radler,2.0,Utenos Alus,Lithuania,Lux Express Vilnius — Riga
1600903487,2026-09-12,2.0,"","",Kanapinis Šviesusis / Kanapinis Light,Kellerbier / Zwickelbier,5.1,Aukštaitijos Bravorai,Lithuania,
1600903531,2026-09-12,3.3,"","",INCEPTION Series: Non-alcoholic IPA,Non-Alcoholic - IPA,0.5,Nurme,Latvia,Gero alaus parduotuvė
1600903541,2026-09-12,2.5,Что-то не очень мне это нравится. Хотя на пиноколаду похоже.,beer:cerveza:bier:birra:alus:piwo:bira:pivo:olut ,Radler Pineapple Coconut,Shandy / Radler,2.0,Utenos Alus,Lithuania,Lux Express Vilnius — Riga
1600903660,2026-09-12,3.0,"","",Smetoniška Gira,Kvass,0.5,Volfas Engelman,Lithuania,
1600903859,2026-09-12,3.5,"І яшчэ адзін, здаецца ўсі гатункі з крамы выгрэблі","Belarus, Minsk",Radler Orange,Shandy / Radler,2.0,Utenos Alus,Lithuania,GSKA Saudymo Sporto Klubas
1600903980,2026-09-12,2.8,Дзіўным чынам не піў раней гэты тубарг. Шмурд нейкі,beer:cerveza:bier:birra:alus:piwo:bira:pivo:olut ,Tuborg Guld/Gold,Lager - Pale,5.6,Carlsberg Group,Denmark,Eurolines Business Class Vilnius — Gdanskas
1600904242,2026-09-12,2.3,"Чэкін #111 за падарожжа: 77 сяброў піла гэты шмурд а мы вось толькі нагналі","Belarus, Minsk",Tuborg Guld/Gold,Lager - Pale,5.6,Carlsberg Group,Denmark,BalticBet lažybų punktas
1600904257,2026-09-12,4.0,"",Srem,Yuzu Pils,Pilsner - Other,5.4,Fruition Brewing,United States,Putoja 2026
1600904385,2026-09-12,3.8,"",Srem,Watermelon Sour Ale,Sour - Fruited,3.9,Dūmų Brewery,Lithuania,Putoja 2026
1600904501,2026-09-12,3.5,"",Srem,S.O.D (Sound of Distortion - Margarita),Sour - Fruited Gose,5.0,Craftrock Brewing,Japan,Putoja 2026
1600904580,2026-09-12,4.3,"",Srem,Simmoe,IPA - Imperial / Double,8.3,Fruition Brewing,United States,Putoja 2026
1600904611,2026-09-12,4.5,"",Srem,Rhapsody,IPA - Cold,7.0,Green Head,Poland,Putoja 2026
1600904645,2026-09-12,4.5,"",Srem,Fruit Expo: Apricot Sour,Sour - Fruited,4.6,Nova Runda,Croatia,Putoja 2026
1600904698,2026-09-12,3.8,"",Srem,Aroniju Humpaliņa,Wild Ale - Other,5.9,Labietis. Pagan Brews,Latvia,Putoja 2026
1600905152,2026-09-12,3.0,"","",Heineken,Lager - Pale,5.0,Heineken,Netherlands,Paikis
1600905206,2026-09-12,3.8,"","",Hop Series Hazy IPA,IPA - Other,5.5,Sakiškės Brewery / Sakiškių Alus,Lithuania,HURACÁN COFFEE
1600905207,2026-09-12,3.8,"","",Hop Series Hazy IPA,IPA - Other,5.5,Sakiškės Brewery / Sakiškių Alus,Lithuania,HURACÁN COFFEE
1600905304,2026-09-12,3.5,"","",Citra IPA,IPA - American,5.4,Bear & Boar,Lithuania,Halės Deli
1600905403,2026-09-12,3.0,"","",Kalnapilis Original,Lager - Pale,5.0,Kalnapilis Brewery,Lithuania,Vilnius
1600905997,2026-09-12,3.5,"","",Apyniuotas Sidras,Cider - Hopped,6.3,Sodo sidrinė,Lithuania,Obuolys Ir Bite
1600906136,2026-09-12,3.8,Ранішні запой працягваецца,"Belarus, Minsk",Craft Beer Near Me Open Now,Gluten-Free,6.0,Genys Brewing Co.,Lithuania,Eggspresso
1600906148,2026-09-12,5.0,Absolutely ridiculous stuff,Reykjavik,Moon Rebooted,Cider - Other Fruit,3.0,Sheng Craft Beer (山乘酿造),China / People's Republic of China,Dūmų Fabrikas
1600906153,2026-09-12,4.0,Laba gira,"",Homemade Kvass,Kvass,0.0,Pilies Katpėdėlė,Lithuania,Katpėdėlė
1600906290,2026-09-12,5.0,Also amazingly ridiculous,Reykjavik,Gossip Mate 奇兰爱吃瓜,Cider - Other,3.0,Sheng Craft Beer (山乘酿造),China / People's Republic of China,Dūmų Fabrikas
1600906331,2026-09-12,4.0,"","",Origin IPA,IPA - New England / Hazy,5.8,Basker Brewing Co.,Lithuania,HURACÁN COFFEE
1600906400,2026-09-12,4.0,"","",Origin IPA,IPA - New England / Hazy,5.8,Basker Brewing Co.,Lithuania,HURACÁN COFFEE
1600906409,2026-09-12,3.0,"",Budapest,HARD Kombucha Mango Passion,Hard Kombucha / Jun,5.0,Genys Brewing Co.,Lithuania,Pizza di Ascari
1600906520,2026-09-12,4.5,Top class Pils from these lads,Reykjavik,Czech Fraud,Pilsner - Czech / Bohemian,5.0,Panimoyhtiö Tuju,Finland,Dūmų Fabrikas
1600906526,2026-09-12,4.5,"","",Nuns N' Roses,Cider - Herbed / Spiced,5.2,BlakStoc,Austria,Obuolys Ir Bite
1600906622,2026-09-12,3.5,"","",Non Alco Californication / Non Alko Kalifornikacija,Non-Alcoholic - Pale Ale,0.0,Genys Brewing Co.,Lithuania,Pizza di Ascari
1600906663,2026-09-12,4.0,"",Reykjavik,Strawberry Vanilla Sour,Sour - Fruited,6.0,Sakiškės Brewery / Sakiškių Alus,Lithuania,Dūmų Fabrikas
1600906685,2026-09-12,3.5,"","",Non Alco Californication / Non Alko Kalifornikacija,Non-Alcoholic - Pale Ale,0.0,Genys Brewing Co.,Lithuania,Pizza di Ascari
1600906783,2026-09-12,3.5,"",Dunakeszi ,Non Alco Californication / Non Alko Kalifornikacija,Non-Alcoholic - Pale Ale,0.0,Genys Brewing Co.,Lithuania,Pizza di Ascari
1600906972,2026-09-12,3.0,"","",Cydr Wytrawny,Cider - Traditional / Apfelwein,4.5,Manufaktura Cydru,Poland,Obuolys Ir Bite
1600907438,2026-09-12,4.0,"","",Bitė Darže,Mead - Session / Short,9.4,Šušvės Midus,Lithuania,Obuolys Ir Bite
1600907525,2026-09-12,3.5,"",Brasov,Ipa Hazy,IPA - New England / Hazy,6.8,Origin Beer Lab,United States,Šnekutis
1600907588,2026-09-12,3.5,"","",Blanc Select,Wheat Beer - Witbier / Blanche,4.7,Kalnapilis Brewery,Lithuania,
1600907592,2026-09-12,3.8,"",Brasov,Jovarų Šnekutis,Farmhouse Ale - Other,6.0,A. Udrienes I.Į. Jovarų Alus,Lithuania,Šnekutis
1600907871,2026-09-12,4.5,"","",Serum: Cranberry Spruce,Mead - Session / Short,6.4,Brewlihan,United States,Obuolys Ir Bite
1600907947,2026-09-12,4.3,"",Valkininkai,Double Horn,Lager - Dark,4.0,Alsteka,Lithuania,
1600908231,2026-09-12,3.5,Пан Andrew T. яшчэ ў 2014 годзе піў і мы вось п'ем,"Belarus, Minsk",Salitos Original,Shandy / Radler,5.9,MBG International Premium Brands,Germany,CAFEINNE
1600908393,2026-09-12,3.0,Уфф. Но пить можно.,beer:cerveza:bier:birra:alus:piwo:bira:pivo:olut ,Salitos Original,Shandy / Radler,5.9,MBG International Premium Brands,Germany,Paminklas Vincui Kudirkai | Vincas Kudirka monument (Paminklas Vincui Kudirkai)
1600908453,2026-09-12,3.3,"","",Dziki Moose,Cider - Dry,6.4,Cydrownia Zywer,Poland,Obuolys Ir Bite
1600909061,2026-09-12,3.5,"","",HARD Kombucha Mango Passion,Hard Kombucha / Jun,5.0,Genys Brewing Co.,Lithuania,Paikis
1600909088,2026-09-12,4.0,Atidarymas. Amen.,Vilnius. Lithuania.,HARD Kombucha Mango Passion,Hard Kombucha / Jun,5.0,Genys Brewing Co.,Lithuania,Paikis
1600909211,2026-09-12,0.0,"","",Strawberry Vanilla Sour,Sour - Fruited,6.0,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600909943,2026-09-12,3.5,"","",Bocmano Ūsai (Bosun’s Moustache),IPA - American,6.0,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Lukiškių kalėjimas 2.0
1600910172,2026-09-12,0.0,"",Espoo,Rinktinis Draught,Lager - Pale,5.2,Volfas Engelman,Lithuania,
1600910592,2026-09-12,0.0,Putoja 2026,Espoo,Delicate Summer,Mead - Braggot,6.5,Artūras Masiliauskas,Lithuania,
1600910618,2026-09-12,4.0,"",Kaunas,Nord Mead Cherry,Mead - Session / Short,6.5,De Noordelijke Mederij,Netherlands,Obuolys Ir Bite
1600910624,2026-09-12,4.0,"","",Bitė Darže,Mead - Session / Short,9.4,Šušvės Midus,Lithuania,Obuolys Ir Bite
1600910674,2026-09-12,4.5,"","",Serum: Cranberry Spruce,Mead - Session / Short,6.4,Brewlihan,United States,Obuolys Ir Bite
1600910690,2026-09-12,0.0,Putoja 2026,Espoo,I'M GREEN,Sour - Smoothie / Pastry,6.0,Green Head,Poland,
1600910701,2026-09-12,3.8,"",Kaunas,Bitė Darže,Mead - Session / Short,9.4,Šušvės Midus,Lithuania,Obuolys Ir Bite
1600910758,2026-09-12,2.8,"","",Bitė Darže,Mead - Session / Short,9.4,Šušvės Midus,Lithuania,Obuolys Ir Bite
1600910760,2026-09-12,0.0,Putoja 2026,Espoo,Rhapsody,IPA - Cold,7.0,Green Head,Poland,
1600910770,2026-09-12,4.5,"","",Nord Mead Cherry,Mead - Session / Short,6.5,De Noordelijke Mederij,Netherlands,Obuolys Ir Bite
1600910787,2026-09-12,4.5,"",Kaunas,Serum: Cranberry Spruce,Mead - Session / Short,6.4,Brewlihan,United States,Obuolys Ir Bite
1600910843,2026-09-12,0.0,Putoja 2026,Espoo,Metulj,IPA - New England / Hazy,6.0,Clef Brewery,Slovenia,
1600910872,2026-09-12,4.0,"","",Nord Mead Cherry,Mead - Session / Short,6.5,De Noordelijke Mederij,Netherlands,Obuolys Ir Bite
1600910900,2026-09-12,0.0,Putoja 2026,Espoo,"Čavun, Pilsner",Pilsner - Czech / Bohemian,4.4,Clef Brewery,Slovenia,
1600910935,2026-09-12,3.5,"",Brasov,Humulupu IPA,IPA - Session,5.0,Dundulis,Lithuania,Šnekutis
1600910945,2026-09-12,4.3,"","",Serum: Cranberry Spruce,Mead - Session / Short,6.4,Brewlihan,United States,Obuolys Ir Bite
1600911019,2026-09-12,0.0,Putoja 2026,Espoo,S.O.D (Sound of Distortion - Margarita),Sour - Fruited Gose,5.0,Craftrock Brewing,Japan,
1600911083,2026-09-12,4.0,"",Petts Wood,Grimbergen Dubbel,Belgian Dubbel,6.5,Brouwerij Alken-Maes,Belgium,katpèdélé
1600911152,2026-09-12,0.0,Putoja 2026,Espoo,Plum Première (1/26),Farmhouse Ale - Other,7.7,de Garde Brewing,United States,
1600911223,2026-09-12,0.0,Putoja 2026,Espoo,Triple IPA,IPA - Triple,8.5,Dūmų Brewery,Lithuania,
1600911224,2026-09-12,3.0,"",Kapsukas,Saison Dègel,Farmhouse Ale - Saison,5.3,is/was brewing,United States,
1600911303,2026-09-12,0.0,Putoja 2026,Espoo,Watermelon Sour Ale,Sour - Fruited,3.9,Dūmų Brewery,Lithuania,
1600911569,2026-09-12,0.0,"","",Corn Lager,Corn Beer / Chicha de Jora,4.3,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600911604,2026-09-12,0.0,Putoja 2026,Espoo,Ryezidskie,Historical Beer - Grodziskie / Grätzer,3.0,Freigeist Bierkultur,Germany,
1600911681,2026-09-12,0.0,Putoja 2026,Espoo,Simmoe,IPA - Imperial / Double,8.3,Fruition Brewing,United States,
1600911728,2026-09-12,3.3,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,Fork The System Bbq
1600911773,2026-09-12,0.0,Putoja 2026,Espoo,Yuzu Pils,Pilsner - Other,5.4,Fruition Brewing,United States,
1600911841,2026-09-12,0.0,Putoja 2026,Espoo,Corner Club,IPA - New England / Hazy,6.4,Galway Bay Brewery,Ireland,
1600911900,2026-09-12,3.0,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,Fork The System Bbq
1600911906,2026-09-12,0.0,Putoja 2026,Espoo,Disco Paradiso,IPA - Imperial / Double New England / Hazy,7.8,Galway Bay Brewery,Ireland,
1600912031,2026-09-12,0.0,Putoja 2026,Espoo,Buzdygan Rozkoszy 2026,Stout - Imperial / Double Pastry,9.8,Harpagan Craft Beer,Poland,
1600912106,2026-09-12,0.0,Putoja 2026,Espoo,Powab Oprycha 2026,IPA - Imperial / Double New England / Hazy,7.5,Harpagan Craft Beer,Poland,
1600912180,2026-09-12,0.0,Putoja 2026,Espoo,Audacity of Huge,IPA - New England / Hazy,6.0,Hop Hooligans,Romania,
1600912232,2026-09-12,0.0,Putoja 2026,Espoo,Pink Zing,Sour - Fruited,4.0,Hop Hooligans,Romania,
1600912349,2026-09-12,0.0,Putoja 2026,Espoo,Rindill,Mild - Other,4.0,Húsavík Öl,Iceland,
1600912391,2026-09-12,0.0,"","",German Style Wheat Beer,Wheat Beer - Hefeweizen,4.9,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600912417,2026-09-12,0.0,Putoja 2026,Espoo,Sourvival Kit,Sour - Berliner Weisse,3.6,Húsavík Öl,Iceland,
1600912478,2026-09-12,4.0,Это вкусно получилось.,beer:cerveza:bier:birra:alus:piwo:bira:pivo:olut ,Margarita Gose,Sour - Traditional Gose,4.3,Sakiškės Brewery / Sakiškių Alus,Lithuania,Lietuvos Respublikos Vyriausybė
1600912494,2026-09-12,0.0,Putoja 2026,Espoo,Rye Combustion,IPA - Rye,6.5,Maktoob Brewing,Romania,
1600912513,2026-09-12,4.0,Уфь добры і свежы,"Belarus, Minsk",Margarita Gose,Sour - Traditional Gose,4.3,Sakiškės Brewery / Sakiškių Alus,Lithuania,Margarita's Casa Mexicana
1600912592,2026-09-12,0.0,Putoja 2026,Espoo,Ume-Chu (2026),Sour - Fruited,4.0,Minoh Beer,Japan,
1600912650,2026-09-12,3.3,"","",Hazy Baltic IPA,IPA - New England / Hazy,6.6,Genys Brewing Co.,Lithuania,Fork The System Bbq
1600912672,2026-09-12,0.0,Putoja 2026,Espoo,Mangos in the Garden,Sour - Fruited,9.0,Moksa Brewing Co,United States,
1600912726,2026-09-12,0.0,Putoja 2026,Espoo,Moksamosa: Boysenberry,Sour - Fruited,9.2,Moksa Brewing Co,United States,
1600912768,2026-09-12,3.8,"","",Hazy Baltic IPA,IPA - New England / Hazy,6.6,Genys Brewing Co.,Lithuania,Fork The System Bbq
1600912825,2026-09-12,0.0,Putoja 2026,Espoo,Flow State,Stout - Milk / Sweet,9.0,Mount Brewing Co ,New Zealand,
1600912908,2026-09-12,0.0,Putoja 2026,Espoo,The Trifecta,IPA - New Zealand,6.5,Mount Brewing Co ,New Zealand,
1600913000,2026-09-12,0.0,Putoja 2026,Espoo,Himmber & Hveiti,Wheat Beer - Fruited,5.8,OY Brewing,Faroe Islands,
1600913069,2026-09-12,0.0,Putoja 2026,Espoo,Mjørkareinsari,Lager - IPL (India Pale Lager),5.5,OY Brewing,Faroe Islands,
1600913139,2026-09-12,0.0,Putoja 2026,Espoo,Kleppur,IPA - Imperial / Double New England / Hazy,8.0,RVK Brewing Co,Iceland,
1600913238,2026-09-12,0.0,Putoja 2026,Espoo,Zódóma,IPA - New England / Hazy,6.0,RVK Brewing Co,Iceland,
1600913374,2026-09-12,0.0,Putoja 2026,Espoo,Total Eclipse of the Hops,IPA - Imperial / Double,8.0,Smiðjan Brugghús,Iceland,
1600913453,2026-09-12,0.0,Putoja 2026,Espoo,Czech Fraud,Pilsner - Czech / Bohemian,5.0,Panimoyhtiö Tuju,Finland,
1600913520,2026-09-12,0.0,Putoja 2026,Espoo,Goset Housussa,Sour - Fruited Gose,4.3,Panimoyhtiö Tuju,Finland,
1600913629,2026-09-12,0.0,Putoja 2026,Espoo,Sommartider,Blonde / Golden Ale - Other,5.0,Wasa Brewing Company,Finland,
1600913769,2026-09-12,0.0,Putoja 2026,Espoo,Patrick Millah 2026,IPA - Session,6.0,Yeccan Cervecería,Mexico,
1600914228,2026-09-12,0.0,Putoja 2026,Espoo,Naktenis BA,Porter - Imperial / Double Baltic,8.6,Malduguns,Latvia,
1600914333,2026-09-12,0.0,Putoja 2026,Espoo,No Name,IPA - Session New England / Hazy,5.4,Malduguns,Latvia,
1600914743,2026-09-12,3.8,"Ну на тым і скончым ранішні запой, трэ паспаць яшчэ крыху і рыхтаваць дупу да другога дня фэсту","Belarus, Minsk",Mezcal Infused Imperial Blonde Ale,Blonde / Golden Ale - Other,10.2,Sakiškės Brewery / Sakiškių Alus,Lithuania,Taco Mexicano
1600914857,2026-09-12,4.0,"","Vilnius, Lithuania",Schammelsdorfer Hell,Lager - Helles,4.9,Brauerei Knoblach Schammelsdorf,Germany,Justės ir Bruknės urvelis
1600914858,2026-09-12,4.0,"","",Schammelsdorfer Hell,Lager - Helles,4.9,Brauerei Knoblach Schammelsdorf,Germany,Justės ir Bruknės urvelis
1600915072,2026-09-12,2.3,"","",Šviesusis Alus,Lager - Pale,5.0,Utenos Alus,Lithuania,
1600915277,2026-09-12,3.5,"","",Californication / Kalifornikacija,Pale Ale - American,4.5,Genys Brewing Co.,Lithuania,The Portobello
1600916273,2026-09-12,2.8,"",Limburg,Rosé,Wheat Beer - Witbier / Blanche,5.0,Volfas Engelman,Lithuania,
1600917116,2026-09-12,3.8,"","",Tamsusis,Lager - Dark,5.0,Vilkmerges Alus,Lithuania,Upes krantas
1600917194,2026-09-12,3.5,🥰,Klaipeda,Franziskaner Premium Weissbier Naturtrüb,Wheat Beer - Hefeweizen,5.0,Spaten-Franziskaner-Löwenbräu-Gruppe,Germany,Hackerspace H@LT
1600917304,2026-09-12,4.0,"","",Baltas,Wheat Beer - Hefeweizen,5.2,Vilkmerges Alus,Lithuania,Upes krantas
1600917656,2026-09-12,3.8,"","",Baltas,Wheat Beer - Hefeweizen,5.2,Vilkmerges Alus,Lithuania,Upes krantas
1600917703,2026-09-12,3.3,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,
1600918129,2026-09-12,3.8,"","",Mango Passionfruit Sour,Sour - Fruited Gose,5.0,Bear & Boar,Lithuania,Smagus Raugas beershop
1600918171,2026-09-12,3.5,"","",Sabro Galaxy DDH IPA,Non-Alcoholic - IPA,0.5,BRULO®,Scotland,Nisha Craft Capital
1600918682,2026-09-12,3.0,"","",Vilkmergės Premium Lager,Lager - Helles,5.0,Vilkmerges Alus,Lithuania,Fork The System Bbq
1600918725,2026-09-12,0.0,"","",Blackcurrant Brut Ale,Bière de Champagne / Bière Brut,7.0,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600919258,2026-09-12,4.0,"","",Nuns N' Roses,Cider - Herbed / Spiced,5.2,BlakStoc,Austria,
1600919461,2026-09-12,3.8,"","",X Years of Nisha,IPA - New England / Hazy,6.5,Browar Rockmill,Poland,Nisha Craft Capital
1600919599,2026-09-12,2.5,"",Budapest,Sabro Galaxy DDH IPA,Non-Alcoholic - IPA,0.5,BRULO®,Scotland,Nisha Craft Capital
1600919635,2026-09-12,3.5,"",Dunakeszi ,Sabro Galaxy DDH IPA,Non-Alcoholic - IPA,0.5,BRULO®,Scotland,Nisha Craft Capital
1600919960,2026-09-12,3.5,"",Dunakeszi ,Golden Sour,Sour - Other,5.0,Panimoyhtiö Tuju,Finland,Nisha Craft Capital
1600920310,2026-09-12,3.5,"","Haifa, IL",Standard Hard Cider,Cider - Traditional / Apfelwein,4.0,BlakStoc,Austria,Obuolys Ir Bite
1600920507,2026-09-12,4.0,"","Vilnius, Lithuania",PLOOSH,Sour - Smoothie / Pastry,3.5,Blech.Brut,Germany,Justės ir Bruknės urvelis
1600920572,2026-09-12,3.0,"",Budapest,Golden Sour,Sour - Other,5.0,Panimoyhtiö Tuju,Finland,Nisha Craft Capital
1600920724,2026-09-12,3.3,"","",Bėganti Kopa (Running Dune),Wheat Beer - Witbier / Blanche,4.5,Brick by Brick (Raudonų Plytų Alaus Dirbtuvės),Lithuania,Lukiškių kalėjimas 2.0
1600920852,2026-09-12,5.0,Still quite a bit of space for hops. Love that it's a medium dry though. Lots of character.,Bucharest,Nuns N' Roses,Cider - Herbed / Spiced,5.2,BlakStoc,Austria,Obuolys Ir Bite
1600920935,2026-09-12,2.5,Восхитительная хуйня,Minsk,Vestfyen Danish Lager,Lager - Other,5.0,Bryggeriet Vestfyen,Denmark,Fortas Smoke & Spirits
1600921119,2026-09-12,4.0,"","",Overflow,IPA - New England / Hazy,6.7,Sofia Electric Brewing ,Bulgaria,Alaus Biblioteka
1600921191,2026-09-12,2.5,"",Minsk,Vestfyen Danish Lager,Lager - Other,5.0,Bryggeriet Vestfyen,Denmark,Balkon
1600921298,2026-09-12,3.5,Mintha tovább erjedt volna....,Dunakeszi ,Travmato,Sour - Tomato / Vegetable Gose,3.1,Дідько Brewery,Ukraine,Nisha Craft Capital
1600921494,2026-09-12,3.0,"",Budapest,X Years of Nisha,IPA - New England / Hazy,6.5,Browar Rockmill,Poland,Nisha Craft Capital
1600921507,2026-09-12,3.8,"",Dunakeszi ,X Years of Nisha,IPA - New England / Hazy,6.5,Browar Rockmill,Poland,Nisha Craft Capital
1600921607,2026-09-12,3.8,"","Södra Sunderbyn, Luleå, Sweden ",Kurkas Keptinis,Historical Beer - Keptinis,5.3,Dundulis,Lithuania,Lokys
1600921973,2026-09-12,2.3,"","",Apyniuotas Sidras,Cider - Hopped,6.3,Sodo sidrinė,Lithuania,
1600922361,2026-09-12,3.8,"",Minsk,Naminis,Farmhouse Ale - Other,6.5,Rinkuškiai,Lithuania,Balkon
1600922369,2026-09-12,3.5,"",Minsk,Naminis,Farmhouse Ale - Other,6.5,Rinkuškiai,Lithuania,Pablo Pub
1600923487,2026-09-12,3.5,"","",X Years of Nisha,IPA - New England / Hazy,6.5,Browar Rockmill,Poland,Nisha Craft Capital
1600923928,2026-09-12,4.0,"","",Foeder Helles (2025),Brett Beer,5.5,Lost Horizon Farm,Germany,Justės ir Bruknės urvelis
1600923959,2026-09-12,2.3,"",Riga,Mango Milkshake,Pale Ale - Milkshake,5.6,Volfas Engelman,Lithuania,
1600924043,2026-09-12,0.0,"","",Margarita Gose,Sour - Traditional Gose,4.3,Sakiškės Brewery / Sakiškių Alus,Lithuania,Putoja Craft Beer Festival
1600924107,2026-09-12,3.3,"",Minsk,Alaus Kalvė,Pale Ale - American,5.3,Rinkuškiai,Lithuania,Balkon
1600924813,2026-09-12,4.3,"",Minsk,Alaus Kalvė,Pale Ale - American,5.3,Rinkuškiai,Lithuania,Balkon
1600924984,2026-09-12,3.3,"",Teplice,Baltijos,Märzen,5.8,Švyturys,Lithuania,Užupio kavinė
1600925254,2026-09-12,3.0,"",Riga,Blanc,Wheat Beer - Witbier / Blanche,5.0,Volfas Engelman,Lithuania,
1600925595,2026-09-12,1.8,"",Riga,Delicate Summer,Mead - Braggot,6.5,Artūras Masiliauskas,Lithuania,Putoja Craft Beer Festival
1600925630,2026-09-12,3.8,"","",ABRAKADABRA [ Drumstasis IPA ],IPA - New England / Hazy,5.4,Dundulis,Lithuania,Špunka
1600925663,2026-09-12,3.5,"","",Ekstra,Lager - Dortmunder / Export,5.2,Švyturys,Lithuania,Republic No.4
1600925777,2026-09-12,4.0,"","",Denver,IPA - Imperial / Double New England / Hazy,9.2,Omnipollo,Sweden,Nisha Craft Capital
1600925786,2026-09-12,2.5,"",Riga,Senmergė,Historical Beer - Keptinis,5.2,Artūras Masiliauskas,Lithuania,Putoja Craft Beer Festival
1600925954,2026-09-12,3.8,"","",Juodas,Lager - Dark,6.7,Būsi Trečias,Lithuania,
1600925981,2026-09-12,3.5,"","",Slageris,Lager - Helles,5.2,Dundulis,Lithuania,Špunka
1600926091,2026-09-12,3.8,"","",Šviesus,Lager - Pale,5.0,Būsi Trečias,Lithuania,
1600926217,2026-09-12,4.0,Unique.,Finland,Moko Maukas Akmeninis,Historical Beer - Steinbier,6.4,Dundulis,Lithuania,Špunka
1600926502,2026-09-12,2.5,"",Budapest,Travmato,Sour - Tomato / Vegetable Gose,3.1,Дідько Brewery,Ukraine,Nisha Craft Capital
1600926544,2026-09-12,3.5,"","Helsinki, Finland",Moko Maukas Akmeninis,Historical Beer - Steinbier,6.4,Dundulis,Lithuania,Špunka
1600926593,2026-09-12,4.0,"","",God of the Guilty,IPA - New England / Hazy,6.5,Third Moon Brewing Company,Canada,Nisha Craft Capital
1600926620,2026-09-12,3.3,"",Poznan,Šviesus,Lager - Pale,5.0,Būsi Trečias,Lithuania,Būsi Trečias
